,Unnamed: 0,Unnamed: 0.1,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Negative Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
1069,1471,1471,Mr. Obama wants to steal our gun rights.,06 Morality and Justice,Property,gun rights,,steal,gun rights,Gun Rights,steal,Theft,Confinement/Physical Harm,2378721,,
1071,22,22,Back in the 1760's there was a far greater amount of threat that a gun could potentially alleviate than there is for a person at a local starbucks.,01 Health and Safety,Protection,gun,[protection] * alleviate,alleviate,gun,Guns,alleviate,Disease,Life Stage,,,
1072,617,617,"Lent Appeal raises over 0,560 to challenge poverty More...",03 Conflict,Conflict,poverty,,challenge,poverty,Poverty,challenge,Competition/Struggle,Crime/Contamination,131037,,
1073,67,67,"As government relief proved to be increasingly inadequate and inappropriate, private charity provided a vital life-line for the starving Irish poor.",01 Health and Safety,Protection,government,,relief,government,Government,relief,Medicine,Energy,761966,,
1074,990,990,"The Blogmanac is dedicated to the 353 victims of Australia's shame, the SIEVX disaster, and casualties of poverty and authority worldwide.",03 Conflict,Winner,poverty,,casualties,poverty,Poverty,casualties,Accident/Physical Harm,Light,126902,,
1075,879,879,But nobody's in there defending the taxpayer.,03 Conflict,Side,taxpayer,,defending,taxpayer,Taxation,defending,Protection,A God,2263341,,
1076,1268,1268,"Modernizing the State (strengthening the rule of law and democracy, reforming the legal system), humanitarian and food aid (many NGOs are represented), medical research, emergency medicine, and baroque music.",05 Engineering and Business: Engineering,Built,rule of law,,strengthening,rule of law,Government,strengthening,Building/Strength,Hazardous Geographic Feature,1843106,,
1077,143,143,"Generally what you tax you get less of (or less reporting of), so the Speckel tax would presumably reduce financial transactions and hence the velocity of money.",01 Health and Safety,Threat,tax,,reduce,tax,Taxation,reduce,Downward Movement,Abyss/Low Location,2671912,,
1078,445,445,"November 12, 2008: Ecuador government advances Zamora Hydroelectric Complex",02 Journey,Agent,government,,advances,government,Government,advances,Forward Movement,Building/Natural Physical Force,2621668,,
1079,434,434,"He is an expert on trade policy, farm policy, civil liberties, and the growth of government.",02 Journey,Agent,government,,growth,government,Government,growth,Crop,Barrier/Protection,2664925,,
1080,560,560,"Over more than ten years, sides were taken, guns drawn, lives lost.",03 Conflict,Aid,guns drawn,,,guns,Guns,lost,Competition,Low Location,,,
1082,34,34,"Democracy may cure the symptoms, but it will not cure what really ails the muslim world.",01 Health and Safety,Protection,Democracy,,cure,Democracy,Democracy,cure,Disease/Medicine,Factory,155913,,
1083,1203,1203,"Advertisement Viking stadium complex would produce taxes By DL News Staff on Apr 10, 2006 at 12:00 a.m. Email Tweet Minnesota would receive $100 million annually in new taxes if the state allows the Vikings to build a stadium and retail complex, senators heard Wednesday.",05 Engineering and Business: Business,Product,taxes,,produce,taxes,Taxation,produce,Factory,Body of Water/Energy,3125210,,
1084,1143,1143,No. I don't believe that wealth oppresses people.,04 Power and Control: Human,Leader,wealth,,oppresses,wealth,Wealth,oppresses,Enslavement,Building/Downward Movement,2378160,,
1085,1514,1514,"For years, the draconian ordinance supported by Mell and enforced by Daley has terrorized Chicago gun owners.",06 Morality and Justice,Victim,gun owners,,terrorized,gun owners,Guns,terrorized,Emotion Experiencer/Monster,Plant,2773272,,
1086,573,573,"The teachers union not only plays the poverty card, but by battling reforms, ensures that the impoverished will remain that way ""No Education Reform Without Tackling Poverty, Experts Say,"" is the title of an article on the National Education Association website.",03 Conflict,Aid,poverty,,card,poverty,Poverty,card,Game,Strength,2378206,,
1088,817,817,Just look at the history of California and gun rights loss.,03 Conflict,Loser,gun rights,,loss,gun rights,Gun Rights,loss,Game,Human Body,2377475,,
1089,78,78,How could taxes relieve our most pressing problems?,01 Health and Safety,Protection,taxes,,relieve,taxes,Taxation,relieve,Physical Burden,Barrier/Building,1973718,,
1090,441,441,Because of me six more people are active in gun rights advancement and each of them invite people to go to the range with us; we have one or two new shooters each time.,02 Journey,Agent,gun rights,,advancement,gun rights,Gun Rights,advancement,Forward Movement,Body of Water,2377385,,
1091,968,968,This aid enabled Europeans to overcome the poverty with which many of them struggled initially.,03 Conflict,Side,poverty,,overcome,poverty,Poverty,overcome,Struggle/War,Light,124034,,
1092,1192,1192,"As long as borrow and spend buys the necessary votes that is ""the plan"".",05 Engineering and Business: Business,Product,votes,,buys,votes,Elections,buys,Business,Physical Burden,3516014,,
1093,877,877,Apparently the simple fact that some 80% of households have a gun and that only 12% of the population support less gun control has no influence on your false belief that gun owners will vote to defend their firearms.,03 Conflict,Side,firearms,,defend,firearms,Guns,defend,Protection,Confinement,2673214,,
1094,138,138,Poverty Alleviation,01 Health and Safety,Threat,poverty,,alleviation,Poverty,Poverty,Alleviation,Disease/Medicine,Disease/Movement,2646956,,
1096,640,640,"The throne speach will pass - Dion and the liberals are in no position to fight an election, so they'll continue to ignore Kyoto, turn turtle on Afganastan and allow REAL crime legislation.",03 Conflict,Conflict,election,,fight,election,Elections,fight,Struggle,Barrier/Protection,2665766,,
1097,755,755,"and that is the best you can do.... again I don't attack gun owners, I am rather fond of mine- I do attack cry babies....",03 Conflict,Enemy,gun owners,,attack,gun owners,Guns,attack,Struggle/War,Emotion Experiencer/Monster,2907558,,
1099,321,321,"The people who exposed the gun owners in an attempt to harass and hurt gun owners, are themselves hiding behind armed guards.",01 Health and Safety,Threatened,gun owners,,hurt,gun owners,Guns,hurt,Physical Harm,Strength,2902840,,
1100,300,300,Destroy the 2nd amendment and what next.,01 Health and Safety,Threatened,2nd amendment,,Destroy,2nd amendment,Gun Rights,Destroy,Natural Physical Force/Physical Harm,Upward Movement,3123770,,
1101,671,671,Ist it longer than the 80 year gun control battle?,03 Conflict,Conflict,gun control,[conflict] battle,battle,gun control,Control of Guns,battle,War,Building/Natural Physical Force,2173900,,
1103,1038,1038,I was raised with gun safety constantly being beat into my brain.,03 Conflict,Winner,gun safety,,beat,gun safety,Guns,beat,Physical Harm,High Location,2738702,,
1105,465,465,America just digs its ersatz-democracy hole deeper with these nationalized political parties that preclude real choice at the polls.,02 Journey,Barrier,democracy,,hole,democracy,Democracy,hole,Abyss,Contamination/Physical Harm,3118179,,
1107,1037,1037,"When liberals turn on each other because of failure in the Senate, the Senate wins.",03 Conflict,Winner,Senate,,wins,Senate,Government,wins,Game/War,Animal/Physical Harm,1973554,,
1108,295,295,"Once this dynamic takes hold, real estate turns into a wealth disaster.",01 Health and Safety,Threatened,wealth,,disaster,wealth,Wealth,disaster,Natural Physical Force,Resource,2378354,,
1109,1166,1166,"A gun wouldn't have helped this man unless he was psychotic, though.",04 Power and Control: Human,Servant,gun,,helped,gun,Guns,helped,Servant,Upward Movement/Movement,2669131,,
1110,1766,1766,And how government is boiling over with too much interference in private life,14 Embodied Experience: Temperature,Hot,government,[hot] is boiling,is boiling,government,Government,boiling,Temperature,Forward Movement,153445,,
1111,1364,1364,"But as valuations sink and wealth evaporates, private bankers now face a client base of newly impoverished former rich.",05 Engineering and Business: Resource,Resource,wealth,,evaporates,wealth,Wealth,evaporates,Body of Water,Hazardous Geographic Feature,159284,,
1113,1744,1744,"""Jane of the Jungle: Feminist art troupe the Guerrilla Girls attempts to unmask inequalities"".",14 Embodied Experience: Clothing,Clothing Type,DISGUISE,,unmask,inequalities,Poverty,unmask,Clothing,Competition,2674669,,
1114,1205,1205,We mostly play with paper; we make records in triplicate then duplicate them; we occupy ourselves making work and obstructing those who produce wealth.,05 Engineering and Business: Business,Product,wealth,,produce,wealth,Wealth,produce,Factory,Downward Movement/Physical Burden,3043777,,
1115,819,819,"A tragedy for firearms (obviously), but also a tragedy for personal liberty, one of the key tenants of our country.",03 Conflict,Loser,firearms,,tragedy,firearms,Guns,tragedy,Natural Physical Force,Energy/Machine,2888791,,
1116,433,433,Legislation prevents lawful gun owners from bringing their guns on these premises.,02 Journey,Agent,gun owners,,prevents,gun owners,Guns,prevents,Barrier,Energy/Machine,2741051,,
1117,1137,1137,"They call it ""slavery"" when Wal-Mart offers workers better opportunities than they could find elsewhere, and ""justice"" when government enslaves me by forcibly taking 70% of the fruits of my labor.",04 Power and Control: Human,Leader,government,,enslaves,government,Government,enslaves,Enslavement,Competition/Game,761874,,
1118,1704,1704,"Democracy is an ocean, and your vote is a teaspoon in that body of water.",13 Nature: Body of Water,Size,LARGE,,ocean,Democracy,Democracy,ocean,Body of Water,Disease/Medicine,163510,,
1119,197,197,"The coorelation may not be direct, but it sure is funny and negates the ""Gun control reduces crime"" nonsense.",01 Health and Safety,Threat,gun control,,reduces,Gun control,Control of Guns,reduces,Physical Burden,Factory,2137468,,
1120,1151,1151,It would be truer to say that taxation exploits a helpless market of often impoverished people who insist on consuming their drug or potion irrespective of price.,04 Power and Control: Human,Leader,taxation,,exploits,taxation,Taxation,exploits,Resource/Theft,Contamination,2007218,,
1121,447,447,Not every action can justify the democracy progression.,02 Journey,Agent,democracy,,progression,democracy,Democracy,progression,Forward Movement,Disease,3118276,,
