,Unnamed: 0,Sentence,Schema,Schema Slot,Negative Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
104,104,"After the recent article on the addiction of gun control, a reader left this rebuttal: Odd.",01 Health and Safety,Threat,Child,gun control,,addiction,gun control,Control of Guns,addiction,Addiction,2376902,,
1489,1489,"For the Argentines whom we got to know, tyranny is not caused by the government, but those who stole the government and used it for negative purposes.",06 Morality and Justice,Property,Farmer/Gardener,government,,stole,government,Government,stole,Theft,2009724,,
1069,1069,"3) And finally, all of what Obama is doing flies in the face of, and gives the middle finger to, both the 5th Amendment and the 14th Amendment of our sacred Constitution.",04 Power and Control: God,God,Product,Constitution,,sacred,Constitution,Democracy/Government,sacred,A God,3517859,,
377,377,Yeah right you go on protecting the guns and lets see what that gets us.,01 Health and Safety,Threatened,Destruction Potential,guns,,protecting,guns,Guns,protecting,Protection,2168586,,
1016,1016,His election victory was a high point in the history of post Civil War Illinois.,03 Conflict,Winner,Victim,election,,victory,election,Elections,victory,Competition/Game/Struggle,1686568,,
1748,1748,Melinda Herman has now become a new face of gun rights amid the dramatic story of her defending herself and two children with a six-shot revolver.,14 Embodied Experience: Human Body,Body,Right,gun rights,face of [body],face,gun rights,Gun Rights,face,Human Body,2377567,,
663,663,"I was wondering, does anyone really think that this is a simple war of democracy against evil?",03 Conflict,Conflict,Destruction Potential,democracy,,war,democracy,Democracy,war,Struggle/War,155733,,
880,880,"What is curious is how people furiously defend gun rights, while don't for other weapons.",03 Conflict,Side,Scientist,gun rights,,defend,gun rights,Gun Rights,defend,Protection/Struggle,2896392,,
1262,1262,Strengthening American Democracy,05 Engineering and Business: Engineering,Built,Weather,democracy,,strengthening,Democracy,Democracy,Strengthening,Building/Strength,2424702,,
1084,1084,"History has many examples of lives lost last century, sacrificed to this worship of gun control. politics TAGS: battaile",04 Power and Control: God,God,Product,gun control,,worship,gun control,Control of Guns,worship,A God,2376887,,
1514,1514,"For years, the draconian ordinance supported by Mell and enforced by Daley has terrorized Chicago gun owners.",06 Morality and Justice,Victim,Laboratory,gun owners,,terrorized,gun owners,Guns,terrorized,Emotion Experiencer/Monster,2773272,,
1647,1647,"Many Americans are falling deeper into depths of poverty The economy may be expanding, but the percentage of Americans earning less than half the U.S. Census threshold for poverty is at a 32-year high, and even those just above the threshold are in danger of slipping.",12 High and Low,Level,Cold,LOW,,depths,poverty,Poverty,depths,Low Location,159544,,
572,572,"Not to mention the irrational card, the honesty card, the despise card, the gun-hater card, the gun-disarming card, the destroy gun groups card, the \you need to get some treatment for that condition\"" card and the far left-wing idiocy card !!""",03 Conflict,Aid,Farmer/Gardener,gun-hater,[aid] card,,gun-hater,Guns,card,Game,,,
1731,1731,"""Jane of the Jungle: Feminist art troupe the Guerrilla Girls attempts to unmask inequalities"".",14 Embodied Experience: Clothing,Body,Clothing,inequalities,unmask [body],unmask,inequalities,Poverty,unmask,Clothing,2674669,,
400,400,Recession entertainment @ its finest. fight hunger by promoting a competitive eater.,01 Health and Safety,Threatened,Body Part,hunger,,fight,hunger,Poverty,fight,Struggle,134928,,
971,971,"Opposition parties in Thailand used the issue to attack the government, which initially backed the heritage listing.",03 Conflict,Side,Body Part,government,,attack,government,Government,attack,War,382737,,
1058,1058,"People who divert attention from our rights to selling, promoting and glorifying guns are simply doing gun controls work for them.",04 Power and Control: God,God,Resource,guns,,glorifying,guns,Guns,glorifying,A God,2180658,,
1198,1198,"Perry argues that gun control sells the false premise that it is solving a problem, when all it does is make it more difficult for law-abiding citizens to defend themselves.",05 Engineering and Business: Business,Product,Threat,the false premise that it is solving a problem,sells [product],sells,gun control,Control of Guns,sells,Business,2376989,,
681,681,The authors challenge the U.S. government to lead the tax competition battle in the international marketplace.,03 Conflict,Conflict,Undesirable Plant,tax,,battle,tax,Taxation,battle,War,2952343,,
538,538,"* Guns were even more prevalent in the past; if that were not the case, why have we had a progression of gun control?",02 Journey,Change Type,Enemy,INCREASE,,progression,gun control,Control of Guns,progression,Forward Movement,2377378,,
839,839,Special-election candidates vie for District 2 seat,03 Conflict,Side,Protection,Special-election candidates,,vie,Special-election candidates,Elections,vie,Competition,3124279,,
662,662,"[But] I am very concerned that this so-called revolution of democracy and equality is actually creating cultural anarchy and punishing people with real talent.""",03 Conflict,Conflict,Product,democracy,,revolution,democracy,Democracy,revolution,Struggle/War,761351,,
1394,1394,Gun control is treason.,06 Morality and Justice,Crime,Parent,Gun control,[crime] is treason,is treason,Gun control,Control of Guns,treason,Crime,2620332,,
677,677,"But he is in a dogfight in a potential general election battle against Democrat Alison Lundergran Grimes, the Bluegrass state's secretary of state.",03 Conflict,Conflict,Scale,election,,battle,election,Elections,battle,War,3119178,,
1134,1134,Guns enslave a hell of a lot more frequently than they liberate.,04 Power and Control: Human,Leader,Entity,Guns,,enslave,Guns,Guns,enslave,Enslavement,2377209,,
1368,1368,"NEW YORK (CNN/Money) - ""Americans' overall income shrank for two consecutive years after stocks plunged in 2000, the first time that has effectively happened since the current tax system was put in place during World War II, according to a published report Thursday...",05 Engineering and Business: Resource,Resource,Goal,income,,shrank,income,Wealth,shrank,Downward Movement,2562834,,
1415,1415,"Several people have written to protest my recent comment that Kennedy ""more-or-less"" stole the 1960 election from Nixon, ""with a little help from Mayor Daley,"" arguing that while plenty of fraud may have gone on in lllinois, it probably wasn't enough to swing the election.",06 Morality and Justice,Crime,Property,election,,stole,election,Elections,stole,Theft,2005996,,
1220,1220,"The purpose of this article is to demonstrate, in some selected examples, how effective tax planning can accelerate the building of wealth for retirement and how ineffective tax planning can hold back even an astute investor.",05 Engineering and Business: Engineering,Built,Torch,wealth,,building,wealth,Wealth,building,Building,159214,,
616,616,"The sales tax victory had special resonance this evening in light of the presentation by Patty Wormeck, the district's finance director, on the district's annual financial report.",03 Conflict,Conflict,Cooling,sales tax,,victory,sales tax,Taxation,victory,Competition/Game/War,3125350,,
232,232,Wealth injures talent more than poverty.,01 Health and Safety,Threat,Topic,Wealth,,injures,Wealth,Wealth,injures,Physical Harm,3123041,,
10,10,It is often lower than the return earned before retirement due to more conservative investment choices to help insure a steady flow of income.,01 Health and Safety,Beneficial,Punished,income,,flow,income,Wealth,flow,Body of Water/Movement,1950958,,
359,359,"Perhaps that statement aimed to reject speculation on the part of some US politicians, such as Senator Bob Graham, who attributed Bush's refusal to an effort to protect the Saudi government.",01 Health and Safety,Threatened,Movement,government,,protect,government,Government,protect,Protection,2666831,,
1357,1357,"There's no doubt that Iraq's Green Zone government, under heavy pressure from its own people and neighbours such as Iran, extracted significant concessions from US negotiators to the blanket occupation licence in the original text.",05 Engineering and Business: Resource,Extractor,Weather,government,,extracted,government,Government,extracted,Forceful Extraction,2466494,,
969,969,"If it knows any better the number of laws on the US books would have reduced and California, Maryland and others would not be buckling under gun control attack.",03 Conflict,Side,Legit,gun control,,attack,gun control,Control of Guns,attack,War,2143473,,
671,671,Ist it longer than the 80 year gun control battle?,03 Conflict,Conflict,Change Type,gun control,[conflict] battle,battle,gun control,Control of Guns,battle,War,2173900,,
750,750,"Follow the story of Virginia Assembly member John Frye (played by the young Jack Lord) during the crucial period when the colonists resisted British taxation without representation, met force with force and chose revolution.",03 Conflict,Enemy,Servant,taxation,,resisted,taxation,Taxation,resisted,Struggle,131418,,
766,766,They are not organised to fight gun control or protect their rights.,03 Conflict,Enemy,Child,gun control,,fight,gun control,Control of Guns,fight,Struggle/War,2669990,,
571,571,Things must be getting a bit desperate for the powers that be if they are playing the gun control card.,03 Conflict,Aid,Threat,gun control,[aid] card,card,gun control,Control of Guns,card,Game,2377436,,
197,197,"The coorelation may not be direct, but it sure is funny and negates the ""Gun control reduces crime"" nonsense.",01 Health and Safety,Threat,Vehicle,gun control,,reduces,Gun control,Control of Guns,reduces,Physical Burden,2137468,,
1442,1442,Democracy destroys freedom.,06 Morality and Justice,Criminal,Barrier,Democracy,,destroys,Democracy,Democracy,destroys,Natural Physical Force/Physical Harm,155932,,
1159,1159,"In Colorado the reps dealt with a majority of angry citizens telling them firearms were a red line and they passed oppressive gun control anyway, in situations where the people feel that slighted I have no problem with a recall election.",04 Power and Control: Human,Servant,Failed Experiment,angry citizens,,,gun control,Control of Guns,oppressive,Enslavement,2161619,,
