,Unnamed: 0.1,Unnamed: 0,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12,phrase_1,phrase_2,xAttr,xEffect,xIntent,xNeed,xReact,xReason,xWant
560,560,1014,The right wing and the gun lobby has so won the day on this issue that it would take a Sandy Hook massacre every month for a year or two to reverse the dynamic.,03 Conflict,Winner,gun lobby,,won,gun lobby,Guns,won,Competition/Game,2905096.0,,,won the,won the,"[[' talented', ' successful', ' competitive']]","[[' PersonX gets a trophy.', ' PersonX gets a trophy', ' gets a trophy']]","[[' none', ' to be the best', ' to be the best.']]","[[' to train hard', ' to practice', ' to compete']]","[[' happy', ' accomplished', ' proud']]","[[' PersonX plays the game', ' PersonX plays a game', ' PersonX plays a game of chess']]","[[' to celebrate', ' to celebrate with friends', ' to celebrate with their friends']]"
561,561,1202,British governments have tended to treat the immediate symptom of poverty--a lack of money--rather than address the societal ills that produce poverty and exacerbate it.,05 Engineering and Business: Business,Product,poverty,,produce,poverty,Poverty,produce,Factory,2592316.0,,,produce poverty,produce poverty,"[[' immoral', ' irresponsible', ' poor']]","[[' none', ' gets arrested', ' PersonX gets arrested']]","[[' none', ' to be rich', ' to get rich']]","[[' none', ' to have a lot of money', ' to be poor']]","[[' sad', ' guilty', ' ashamed']]","[[' PersonX is a greedy person.', ' PersonX is a poor person.', ' PersonX has no money.']]","[[' to get rich', ' to be rich', ' to make money']]"
562,562,1372,"During times of economic recession, the government should increase its spending to get money flowing through the economy.",05 Engineering and Business: Resource,Resource,government,,increase,government,Government,increase,Upward Movement,158893.0,,,increase its,increase its,"[[' capable', ' skilled', ' talented']]","[[' none', ' PersonX gets a raise.', ' PersonX gets a raise']]","[[' to increase it', ' to be more successful', ' to be more efficient']]","[[' to know how to increase it', ' none', ' to know how much to increase it']]","[[' satisfied', ' good about themselves', ' happy']]","[[' PersonX wants to make more money', ' PersonX wants to make more money.', ' PersonX wants to increase the amount of money']]","[[' to make more money', ' to make it better', ' to make sure it works']]"
563,563,387,"If you disagree with a gun ban, then don't come here and defend a gun ban.",01 Health and Safety,Threatened,gun ban,,defend,gun ban,Guns,defend,Protection/Struggle,2890755.0,,,defend a,defend a,"[[' brave', ' strong', ' determined']]","[[' PersonX wins the case.', ' PersonX wins the case', ' PersonX wins the argument.']]","[[' to be a good person', ' to be heard', ' to be a good person.']]","[[' none', ' to know how to defend themselves', ' to know what to defend']]","[[' good about themselves', ' proud', ' good about themselves.']]","[[' PersonX is being threatened by a criminal', ' PersonX is being threatened by a bully', ' PersonX is being attacked by a criminal']]","[[' to be a hero', ' to be a good person', ' to defend themselves']]"
564,564,841,Its a game where only the bureaucracy wins.,03 Conflict,Side,bureaucracy,,wins,bureaucracy,Bureaucracy,wins,Competition,3119618.0,,,,,"[[' victorious', ' competitive', ' talented']]","[[' PersonX wins the game.', ' PersonX gets a trophy.', ' PersonX gets a trophy']]","[[' none', ' to win', ' to be successful']]","[[' to play the game', ' to play a game', ' to train hard']]","[[' happy', ' accomplished', ' proud']]","[[' PersonX wins the game', ' PersonX wins the race', ' PersonX goes to the finals']]","[[' to celebrate', ' to celebrate the win', ' to celebrate with friends']]"
565,565,225,Has heavy taxation hurt the Danish and Swedish economies?,01 Health and Safety,Threat,taxation,,hurt,taxation,Taxation,hurt,Physical Harm,159356.0,,,hurt the,hurt the,"[[' hurtful', ' mean', ' violent']]","[[' gets arrested', ' PersonX gets arrested.', ' PersonX is arrested.']]","[[' none', ' to hurt someone', ' to hurt someone.']]","[[' none', ' to hit someone', ' to hit the person']]","[[' sad', ' hurt', ' hurtful']]","[[' PersonX hits PersonY in the head', ' PersonX hits PersonY in the head.', ' PersonX hits PersonY']]","[[' to apologize', ' to get medical help', ' to apologize to the person']]"
566,566,1251,"Then, there will be more investors coming to Cambodia, and we see that Cambodia is starting to strengthen taxation, so all companies need to evaluate themselves so that it is easy to audit.",05 Engineering and Business: Engineering,Built,taxation,,strengthen,taxation,Taxation,strengthen,Building/Strength,3121820.0,,,"strengthen taxation,","strengthen taxation,","[[' responsible', ' powerful', ' rich']]","[[' PersonX makes a lot of money.', ' PersonX makes a lot of money', ' PersonX gets a raise.']]","[[' to help the poor', ' to make money', ' to help the poor.']]","[[' none', ' to be a politician', ' to have a plan']]","[[' happy', ' powerful', ' good']]","[[' PersonX wants to raise taxes', ' PersonX wants to raise the minimum wage', ' PersonX wants to raise taxes on the rich']]","[[' to make sure everyone pays their fair share', ' to make sure everyone has enough money', ' to make sure everyone pays their fair share.']]"
567,567,615,This is the historical context of Obama's election victory.,03 Conflict,Conflict,election,,victory,election,Elections,victory,Competition/Game/War,3118905.0,,,,,"[[' victorious', ' successful', ' dominant']]","[[' PersonX wins the game.', ' PersonX wins the game', ' PersonX gets a trophy.']]","[[' none', ' to win', ' to be successful']]","[[' to train hard', ' to work hard', ' none']]","[[' happy', ' proud', ' accomplished']]","[[' PersonX wins the game', ' PersonX wins the race', ' PersonX wins the match']]","[[' to celebrate', ' to celebrate with friends', ' to celebrate the victory']]"
568,568,148,"Government spending is financed by taxes, and high tax rates reduce incentives to work, save, and invest.",01 Health and Safety,Threat,tax rates,,reduce,tax rates,Taxation,reduce,Downward Movement/Physical Burden,134764.0,,,reduce incentives,reduce incentives,"[[' controlling', ' smart', ' thoughtful']]","[[' PersonX loses money.', ' PersonX loses money', ' none']]","[[' to be fair', ' to save money', ' to be fair.']]","[[' none', ' to know what the incentives are', ' to know what the incentive is']]","[[' satisfied', ' good about themselves', ' happy']]","[[' PersonX wants to be generous.', ' PersonX wants to be fair.', ' PersonX wants to keep the incentive.']]","[[' to get rid of the incentive', ' to get rid of the incentives', ' to make sure everyone is happy']]"
569,569,1662,"Defining a poverty line is necessary if we are going to analyze not only the incidence of poverty, but also the depth of poverty (how poor are the poor?) and the duration of poverty (how long are the poor, poor?)",12 High and Low,Scale,poverty,,depth,poverty,Poverty,depth,Abyss,533418.0,,,depth of,depth of,"[[' intelligent', ' thoughtful', ' smart']]","[[' none', "" PersonX's depth of knowledge increases."", "" PersonX's depth of knowledge increases""]]","[[' none', ' to be understood', ' to know the truth']]","[[' none', ' to know the depth', ' to know about depth']]","[[' good about themselves', ' satisfied', ' good about themselves.']]","[[' PersonX gets a new job', ' PersonX has a lot of money', ' PersonX has a lot of knowledge']]","[[' to get a good job', ' to get a job', ' to get a good grade']]"
570,570,11,"Whenever you think or say the word rosperity,a program will begin to run that will clear anything that is anchoring, supporting or creating blocks to accepting, allowing and aligning with the divine ideal flow of prosperity.",01 Health and Safety,Beneficial,prosperity,,flow,prosperity,Wealth,flow,Body of Water/Movement,3028510.0,,,flow of,flow of,"[[' responsible', ' active', ' capable']]","[[' none', "" PersonX's flow of blood slows down."", "" PersonX's flow of blood slows down""]]","[[' none', ' to be in control', ' to be efficient']]","[[' none', ' to know how to flow', ' to know how to do it']]","[[' happy', ' satisfied', ' happy.']]","[[' PersonX has a lot of work to do', ' PersonX is in the middle of a race', ' PersonX has a lot of work to do.']]","[[' to go home', ' to go to sleep', ' to get a drink']]"
571,571,95,"If one has ""constitutionally protected firearms"" nobody is coming for them as they are indeed constitutionally protected.",01 Health and Safety,Protection,firearms,,protected,firearms,Guns,protected,Protection,2664440.0,,,"protected firearms""","protected firearms""","[[' protective', ' brave', ' responsible']]","[[' PersonX protects their family.', ' PersonX is protected.', ' PersonX is protected by the law']]","[[' to be safe', ' to protect themselves', ' to protect himself']]","[[' to buy a gun', ' none', ' to have a gun']]","[[' safe', ' satisfied', ' happy']]","[[' PersonX goes to the gun range', ' PersonX buys a gun', ' PersonX buys a gun safe']]","[[' to protect their family', ' to protect themselves', ' to defend themselves']]"
572,572,1371,"In addition to focusing on building guidelines and establishing standards, the ONC will also look to refine the bureaucracy in place at both the national and state level.",05 Engineering and Business: Resource,Resource,bureaucracy,,refine,bureaucracy,Bureaucracy,refine,Resource,152482.0,,,refine the,refine the,"[[' skilled', ' smart', ' thorough']]","[[' gains knowledge', ' PersonX gets a new job.', ' PersonX gets a new job']]","[[' to improve something', ' to be more efficient', ' to be more precise']]","[[' to know how to do it', ' to know what they want to do', ' none']]","[[' satisfied', ' accomplished', ' good about themselves']]","[[' PersonX is working on a project', ' PersonX is working on a new project', ' PersonX makes a mistake']]","[[' to show it to others', ' to show it off', ' to show it to everyone']]"
573,573,453,"That puts us that much further ahead in our wealth journey because he's got the experience, he's got great staff and he knows all the geography.",02 Journey,Agent,wealth,,journey,wealth,Wealth,journey,Journey,3122882.0,,,journey because,journey because,"[[' adventurous', ' determined', ' brave']]","[[' none', ' gets tired', ' PersonX gets lost']]","[[' to learn something new', ' to travel', ' to be a good person']]","[[' none', ' to get in the car', ' to get on a plane']]","[[' happy', ' excited', ' satisfied']]","[[' PersonX is on a journey', ' PersonX wants to go on a trip', ' PersonX wants to go on a journey']]","[[' to get to the destination', ' to get to their destination', ' to get to a destination']]"
574,574,746,So are you arguing that the founders opposed private gun ownership?,03 Conflict,Enemy,gun ownership,,opposed,gun ownership,Guns,opposed,Struggle,2731631.0,,,opposed private,opposed private,"[[' brave', ' private', ' cautious']]","[[' none', ' PersonX loses their job.', ' PersonX loses the argument.']]","[[' to be private', ' none', ' to keep things private']]","[[' none', ' to know what they want', ' to know what they think']]","[[' like they are doing the right thing.', ' like they are doing the right thing', ' like they have a right to privacy.']]","[[' PersonX wants to be private.', ' PersonX wants to keep their private life private.', ' PersonX wants to be a private person.']]","[[' to keep it private', ' to be private', ' to keep private']]"
575,575,1328,If anything crime goes up and in response cities tighten gun laws.,05 Engineering and Business: Engineering,Facilitator,cities,[facilitator] tighten,tighten,gun laws,Control of Guns,tighten,Machine,2884970.0,,,[facilitator] tighten,facilitator tighten,"[[' helpful', ' responsible', ' skilled']]","[[' none', ' gets yelled at', ' PersonX gets yelled at']]","[[' to be helpful', ' to make sure things go smoothly', ' to be a good leader']]","[[' none', ' to know how to do it', ' to know how to tighten it']]","[[' helpful', ' satisfied', ' good']]","[[' PersonX is asked to help with a project', ' PersonX is a facilitator', ' PersonX is a facilitator at a conference']]","[[' to make sure everyone is happy', ' to make sure everyone is comfortable', ' to make sure everyone is safe']]"
576,576,1302,Gun control was a central pillar in President Obama’s State of the Union address.,05 Engineering and Business: Engineering,Component,Gun control,[component] was a * pillar,was a central pillar,Gun control,Control of Guns,pillar,Building,2376980.0,,,[component] was a * pillar,component was a * pillar,"[[' strong', ' hardworking', ' hard-working']]","[[' none', ' PersonX was a * pillar', ' PersonX was a * pillar.']]","[[' none', ' to be a part of something', ' to be a part of a team']]","[[' none', ' to be a part of something', ' to know how to do it']]","[[' like a part of a team', ' like a part of something', ' like a part of the team']]","[[' PersonX builds a tower', ' PersonX builds a building', ' PersonX builds a house']]","[[' to be a part of a team', ' to be a part of something', ' to be a part of something bigger']]"
