,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12,phrase_1,phrase_2,xAttr,xEffect,xIntent,xNeed,xReact,xReason,xWant,Clean CSR_xWant,Clean CSR_xIntent,Clean CSR_xAttr,Clean CSR_xReact,Clean CSR_xEffect,Clean CSR_xNeed,Clean CSR_xReason
966,966,966,676,"President Obama would not need to expend all of his energy fighting the election battle for the next two years, especially when we need to focus on the matters at hand â€“ in terms of the economy, job growth, our deficit, climate change, etc.",03 Conflict,Conflict,election,,battle,election,Elections,battle,War,2377532.0,,,battle for,battle for,"[[' brave', ' determined', ' strong']]","[[' PersonX loses the battle.', ' PersonX loses the battle', ' PersonX is victorious.']]","[[' to win', ' to be victorious', ' to win the battle']]","[[' to have something to fight for', ' none', ' to have something to battle for']]","[[' happy', ' proud', ' determined']]","[[' PersonX wants to win the war', ' PersonX is in a war', ' PersonX wants to win the game']]","[[' to win the battle', ' to win', ' to win the war']]","Want: to win the battle,  to win,  to win the war","Intents:  to be victorious, to win,  to win the battle","Attributes:  strong, brave,  determined","Reactions: happy,  proud,  determined","Effects:  speaker loses the battle,  speaker is victorious, speaker loses the battle","Needs:  to have something to battle for, to have something to fight for","Reasons:  speaker wants to win the game, speaker wants to win the war,  speaker is in a war"
967,967,967,497,"Great wealth is a great burden, and to have more than you can use, is to care for more than you want.",02 Journey,Barrier,wealth,,burden,wealth,Wealth,burden,Physical Burden,163105.0,,,,,"[[' burdened', ' responsible', ' burdening']]","[[' none', ' PersonX is burdened', ' PersonX is burdened.']]","[[' none', ' to be helpful', ' to be a burden']]","[[' none', ' to have something to burden', ' to have something to carry']]","[[' burdened', ' burdened.', ' sad']]","[[' PersonX has a lot of work to do', ' PersonX is a burden', ' PersonX is a burden to others']]","[[' to get rid of the burden', ' to take a break', ' to get rid of it']]","Want:  to get rid of it,  to take a break, to get rid of the burden","Intents:  to be a burden,  to be helpful","Attributes:  responsible, burdened,  burdening","Reactions:  burdened,  sad, burdened",Effects:  speaker is burdened,"Needs:  to have something to burden,  to have something to carry","Reasons: speaker has a lot of work to do,  speaker is a burden to others,  speaker is a burden"
968,968,968,1184,"If they were--if, for instance, all of the supply curves were perfectly inelastic, which seems highly implausible--then the tariff would produce net benefits of zero.",05 Engineering and Business: Business,Business,tariff,,produce,tariff,Taxation,produce,Factory,3018518.0,,,produce net,produce net,"[[' skilled', ' capable', ' talented']]","[[' PersonX makes money.', ' none', ' PersonX makes a profit.']]","[[' to make money', ' to be productive', ' to make money.']]","[[' to know how to make a net', ' to know how to do it', ' to know how to make it']]","[[' accomplished', ' happy', ' satisfied']]","[[' PersonX buys a net', ' PersonX goes fishing', ' PersonX buys a new net']]","[[' to sell the net', ' to sell it', ' to sell the net.']]","Want:  to sell it, to sell the net,  to sell the net","Intents:  to make money, to make money,  to be productive","Attributes:  capable, skilled,  talented","Reactions:  satisfied, accomplished,  happy","Effects: speaker makes money,  speaker makes a profit","Needs: to know how to make a net,  to know how to do it,  to know how to make it","Reasons:  speaker goes fishing, speaker buys a net,  speaker buys a new net"
969,969,969,1374,Both of them assumed more guns would increase violence and changed their minds upon viewing their own data.,05 Engineering and Business: Resource,Resource,guns,,increase,guns,Guns,increase,Upward Movement,2665259.0,,,increase violence,increase violence,"[[' violent', ' aggressive', ' mean']]","[[' gets arrested', ' PersonX commits a crime', ' PersonX commits a crime.']]","[[' to be violent', ' to hurt people', ' to be violent.']]","[[' none', ' to have a weapon', ' to be violent']]","[[' angry', ' powerful', ' sad']]","[["" PersonX doesn't want to get caught."", "" PersonX doesn't want to get in trouble."", "" PersonX doesn't have a weapon.""]]","[[' to get away with it', ' to get away from the situation', ' to get a restraining order']]","Want:  to get a restraining order, to get away with it,  to get away from the situation","Intents:  to hurt people, to be violent,  to be violent","Attributes:  mean, violent,  aggressive","Reactions:  sad, angry,  powerful","Effects:  speaker commits a crime, gets arrested","Needs:  to have a weapon,  to be violent","Reasons: "" speaker doesnt want to get caught"",  "" speaker doesnt have a weapon"",  "" speaker doesnt want to get in trouble"""
970,970,970,969,"If it knows any better the number of laws on the US books would have reduced and California, Maryland and others would not be buckling under gun control attack.",03 Conflict,Side,gun control,,attack,gun control,Control of Guns,attack,War,2143473.0,,,,,"[[' violent', ' aggressive', ' mean']]","[[' PersonX gets hurt.', ' PersonX gets injured.', ' PersonX gets injured']]","[[' to hurt someone', ' to get revenge', ' to hurt someone.']]","[[' to have a weapon', ' none', ' to get a weapon']]","[[' angry', ' powerful', ' satisfied']]","[[' PersonX is in a fight', ' PersonX sees PersonY coming', ' PersonX sees PersonY']]","[[' to get revenge', ' to win the fight', ' to be victorious']]","Want:  to be victorious, to get revenge,  to win the fight","Intents: to hurt someone,  to get revenge,  to hurt someone","Attributes:  mean, violent,  aggressive","Reactions: angry,  satisfied,  powerful","Effects:  speaker gets injured, speaker gets hurt","Needs: to have a weapon,  to get a weapon","Reasons: speaker is in a fight,  speaker sees someone coming,  speaker sees someone"
971,971,971,1046,I first bumped-into the internet gun cult in 1994 on USENET in talk.politics.guns.,04 Power and Control: God,God,gun,[god] cult,cult,gun,Guns,cult,A God,2120442.0,,,[god] cult,god cult,"[[' religious', ' immoral', ' irrational']]","[[' PersonX becomes a cult leader.', ' PersonX becomes a cult leader', ' none']]","[[' none', ' to be religious', ' to believe in god']]","[[' none', ' to find a god', ' to be religious']]","[[' like they are part of something.', ' like they are part of something', ' like they are part of a group']]","[[' PersonX wants to be a god.', ' PersonX is a religious person.', ' PersonX wants to become a god.']]","[[' to worship god', ' to be a god', ' to be a leader']]","Want:  to be a leader, to worship god,  to be a god","Intents:  to be religious,  to believe in god","Attributes:  irrational,  immoral, religious","Reactions:  like they are part of something,  like they are part of a group, like they are part of something","Effects: speaker becomes a cult leader,  speaker becomes a cult leader","Needs:  to find a god,  to be religious","Reasons:  speaker is a religious person, speaker wants to be a god,  speaker wants to become a god"
972,972,972,476,"Should it be built around high tariff walls and protectionism, or should it be open?",02 Journey,Barrier,tariff,,walls,tariff,Taxation,walls,Barrier/Building,2460846.0,,,walls and,walls and,"[[' creative', ' strong', ' protective']]","[[' none', ' gets yelled at', ' PersonX gets yelled at']]","[[' to be safe', ' to keep things safe', ' to protect himself']]","[[' none', ' to have walls', ' to have a room']]","[[' happy', ' satisfied', ' safe']]","[[' PersonX builds a house', ' PersonX builds a fort', ' PersonX builds a house.']]","[[' to be alone', ' to make a new wall', ' to get a new house']]","Want:  to get a new house, to be alone,  to make a new wall","Intents:  to protect himself, to be safe,  to keep things safe","Attributes: creative,  strong,  protective","Reactions:  satisfied, happy,  safe","Effects:  speaker gets yelled at,  gets yelled at","Needs:  to have a room,  to have walls","Reasons:  speaker builds a house,  speaker builds a fort, speaker builds a house"
973,973,973,1138,ACE supports entrepreneurial enterprise in the nations where poverty enslaves the majority of the population.,04 Power and Control: Human,Leader,poverty,,enslaves,poverty,Poverty,enslaves,Enslavement,761563.0,,,enslaves the,enslaves the,"[[' evil', ' violent', ' immoral']]","[[' gets arrested', ' PersonX is in power.', ' PersonX gets arrested.']]","[[' to be in control', ' to control the people', ' to be in charge']]","[[' to be in power', ' none', ' to have a plan']]","[[' powerful', ' powerful.', ' sad']]","[[' PersonX kidnaps the people', ' PersonX kidnaps a child', ' PersonX kidnaps the children']]","[[' to be in power', ' to be free', ' to be in control']]","Want:  to be free, to be in power,  to be in control","Intents:  to control the people,  to be in charge, to be in control","Attributes:  violent,  immoral, evil","Reactions:  powerful,  sad, powerful","Effects:  speaker is in power,  speaker gets arrested, gets arrested","Needs:  to have a plan, to be in power","Reasons:  speaker kidnaps a child,  speaker kidnaps the children, speaker kidnaps the people"
974,974,974,320,"If I worried that something I wrote would either hurt democracy or help democracy, I would freeze up like someone with Parkinson's disease, he said on the morning of Super Tuesday.",01 Health and Safety,Threatened,democracy,,hurt,democracy,Democracy,hurt,Physical Harm,156274.0,,,hurt democracy,hurt democracy,"[[' immoral', ' mean', ' irresponsible']]","[[' gets arrested', ' PersonX gets arrested.', ' PersonX is arrested.']]","[[' none', ' to be a dictator', ' to hurt people']]","[[' none', ' to be a bad person', ' to be a dictator']]","[[' guilty', ' sad', ' bad']]","[[' PersonX is a dictator.', ' PersonX is a dictator', ' PersonX wants to be president.']]","[[' to get away with it', ' to get away from the situation', ' to get away with it.']]","Want: to get away with it,  to get away with it,  to get away from the situation","Intents:  to hurt people,  to be a dictator","Attributes:  mean, immoral,  irresponsible","Reactions:  sad, guilty,  bad","Effects:  speaker gets arrested,  speaker is arrested, gets arrested","Needs:  to be a bad person,  to be a dictator","Reasons:  speaker wants to be president,  speaker is a dictator, speaker is a dictator"
975,975,975,923,"Kinda like how I don't oppose ""democracy"" per se, I just oppose what people from the last 20 years have turned democracy into.",03 Conflict,Side,democracy,,oppose,democracy,Democracy,oppose,Struggle,2906193.0,,,"oppose ""democracy""","oppose ""democracy""","[[' mean-spirited', ' immoral', ' mean-spirited.']]","[[' gets arrested', ' PersonX gets arrested.', ' PersonX gets arrested']]","[[' none', ' to be free', ' to be independent']]","[[' none', ' to think about it', ' to be against democracy']]","[[' like they are doing the right thing', ' like they are doing the right thing.', ' like they have a point of view.']]","[[' PersonX is against the idea of democracy', ' PersonX is a communist', ' PersonX wants to be a dictator']]","[[' to protest against the government', ' to protest', ' to protest against democracy']]","Want:  to protest, to protest against the government,  to protest against democracy","Intents:  to be free,  to be independent","Attributes:  immoral, mean-spirited,  mean-spirited","Reactions:  like they are doing the right thing, like they are doing the right thing,  like they have a point of view","Effects:  speaker gets arrested, gets arrested","Needs:  to be against democracy,  to think about it","Reasons: speaker is against the idea of democracy,  speaker is a communist,  speaker wants to be a dictator"
